Title,Link,Authors,Year,Cited,
,,,,,Life on Land (Ekosistem Daratan)
"EFIKASI INSEKTISIDA NABATI DALAM MENGENDALIKAN KUTU KEBUL, Bemisia tabaci GENN.(HOMOPTERA: ALEYRODIDAE)","https://scholar.google.com/scholar?q=+intitle:'EFIKASI INSEKTISIDA NABATI DALAM MENGENDALIKAN KUTU KEBUL, Bemisia tabaci GENN.(HOMOPTERA: ALEYRODIDAE)'","Authors : KP Sari, S Suharsono",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Gambaran Hasil Pemeriksaan Cairan Serebrospinal Pada Anak Kejang Disertai Demam Menurut Usia,https://scholar.google.com/scholar?q=+intitle:'Gambaran Hasil Pemeriksaan Cairan Serebrospinal Pada Anak Kejang Disertai Demam Menurut Usia',"Authors : S Suharsono, AH Putranti",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Efektivitas model pembelajaran kooperatif tipe TPS terhadap pemahaman konsep matematis siswa,https://scholar.google.com/scholar?q=+intitle:'Efektivitas model pembelajaran kooperatif tipe TPS terhadap pemahaman konsep matematis siswa',"Authors : R Fristady, SH Noer, A Djalil",2014,14 cited,Quality Education (Pendidikan Berkualitas)
Penerapan model pembelajaran berbasis masalah untuk meningkatkan kemampuan representasi matematis siswa,https://scholar.google.com/scholar?q=+intitle:'Penerapan model pembelajaran berbasis masalah untuk meningkatkan kemampuan representasi matematis siswa',"Authors : RA Artha, H Bharata, C Caswita",2014,12 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Model Pembelajaran Berbasis Masalah Terhadap Kemampuan Representasi Matematis dan Belief Siswa,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Model Pembelajaran Berbasis Masalah Terhadap Kemampuan Representasi Matematis dan Belief Siswa',"Authors : IP Sari, SH Noer, P Gunowibowo",2014,10 cited,Quality Education (Pendidikan Berkualitas)
Penerapan Pembelajaran Berbasis Masalah Untuk Meningkatkan Kemampuan Berpikir Kritis dan Disposisi Matematis,https://scholar.google.com/scholar?q=+intitle:'Penerapan Pembelajaran Berbasis Masalah Untuk Meningkatkan Kemampuan Berpikir Kritis dan Disposisi Matematis',"Authors : S Hakim, SH Noer, P Gunowibowo",2014,13 cited,Quality Education (Pendidikan Berkualitas)
Analisis Kinerja Kualitas Jasa Pelayanan dan Kepuasan Pelanggan pada PT. Pln (Persero) Cabang Manokwari (Studi Kasus Pelanggan Rumah Tangga pada Area Manokwari Kota),https://scholar.google.com/scholar?q=+intitle:'Analisis Kinerja Kualitas Jasa Pelayanan dan Kepuasan Pelanggan pada PT. Pln (Persero) Cabang Manokwari (Studi Kasus Pelanggan Rumah Tangga pada Area Manokwari Kota)',"Authors : M Asdam, S Werimon, R Rosita",2014,0 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
Kerapatan dan Kelulushidupan pada Rekrutmen Karang Pocillopora damicornis (Density and Survivorship on the Recruitment of the brooding coral Pocillopora damicornis),https://scholar.google.com/scholar?q=+intitle:'Kerapatan dan Kelulushidupan pada Rekrutmen Karang Pocillopora damicornis (Density and Survivorship on the Recruitment of the brooding coral Pocillopora damicornis)',"Authors : M Munasik, S Suharsono, J Situmorang, K HN",2014,5 cited,Life Below Water (Ekosistem Lautan)
"Pengaruh Pemberian Ekstrak Daun Sirsak (Annona muricata L.) terhadap Gambaran Histopatologi Jaringan Paru Tikus Putih Betina yang Diinduksi Karsinogen 7, 1...","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemberian Ekstrak Daun Sirsak (Annona muricata L.) terhadap Gambaran Histopatologi Jaringan Paru Tikus Putih Betina yang Diinduksi Karsinogen 7, 1...'","Authors : T Susantiningsih, DN Fiana, N Carolia",2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hubungan antara derajat keparahan dermatitis atopik dengan kualitas hidup pasien di rsud abdul moeloek lampung,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara derajat keparahan dermatitis atopik dengan kualitas hidup pasien di rsud abdul moeloek lampung',Authors : MA ARCHIETOBIAS,2014,5 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Relationship Between Pfmdrl Gene Polymorphisms with Response Therapy Against Artesunat Amodiakuinin Uncomplicated Falciparum MalariaPatientsin Puskesm...,https://scholar.google.com/scholar?q=+intitle:'Relationship Between Pfmdrl Gene Polymorphisms with Response Therapy Against Artesunat Amodiakuinin Uncomplicated Falciparum MalariaPatientsin Puskesm...',Authors : N Carolia,2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hubungan Kehamilan Lewat Waktu dan Bayi Prematur dengan Kejadian Asfiksia Neonatorum,https://scholar.google.com/scholar?q=+intitle:'Hubungan Kehamilan Lewat Waktu dan Bayi Prematur dengan Kejadian Asfiksia Neonatorum',"Authors : L Brillianningtyas, MM Berawi, N Carolia",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Gender Equality (Kesetaraan Gender)
The effectiveness of binahong leaf extract (Anredera cordifolia (Ten.) Steenis) and mefenamic acid as anti inflamation to white male rat induced by karagenin,https://scholar.google.com/scholar?q=+intitle:'The effectiveness of binahong leaf extract (Anredera cordifolia (Ten.) Steenis) and mefenamic acid as anti inflamation to white male rat induced by karagenin',"Authors : B Kurniawan, N Carolia, A Pheilia",2014,18 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Pemberian Ekstrak Etanol Daun Sirsak (Annona muricata Linn) Terhadap Gambaran Histopatologi Sel Hepar Tikus Putih (Rattus norvegicus) Galur Sprag...,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemberian Ekstrak Etanol Daun Sirsak (Annona muricata Linn) Terhadap Gambaran Histopatologi Sel Hepar Tikus Putih (Rattus norvegicus) Galur Sprag...',"Authors : FE Supratanda, N Carolia",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PENGARUH PEMBERIAN EKSTRAK KULIT MANGGIS (Garcinia mangostana L.) TERHADAP KADAR UREUM DAN KREATININ TIKUS PUTIH (Rattus norvegicus)...,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PEMBERIAN EKSTRAK KULIT MANGGIS (Garcinia mangostana L.) TERHADAP KADAR UREUM DAN KREATININ TIKUS PUTIH (Rattus norvegicus)...',"Authors : YD Muhyi, N Carolia, A Tjiptaningrum",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"Pengaruh Pemberian Ekstrak Daun Sirsak (Annona muricata L.) terhadap Gambaran Histopatologi Jaringan Paru Tikus Putih Betina yang Diinduksi Karsinogen 7, 12 Dimethylbenz [α …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemberian Ekstrak Daun Sirsak (Annona muricata L.) terhadap Gambaran Histopatologi Jaringan Paru Tikus Putih Betina yang Diinduksi Karsinogen 7, 12 Dimethylbenz [α …'","Authors : T Susantiningsih, DN Fiana, N Carolia",2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"Relationship Between Pfmdrl Gene Polymorphisms with Response Therapy Against Artesunat Amodiakuinin Uncomplicated Falciparum MalariaPatientsin Puskesmas Hanura, Pesawaran …","https://scholar.google.com/scholar?q=+intitle:'Relationship Between Pfmdrl Gene Polymorphisms with Response Therapy Against Artesunat Amodiakuinin Uncomplicated Falciparum MalariaPatientsin Puskesmas Hanura, Pesawaran …'",Authors : N Carolia,2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Pemberian Ekstrak Etanol Daun Sirsak (Annona muricata Linn) Terhadap Gambaran Histopatologi Sel Hepar Tikus Putih (Rattus norvegicus) Galur Sprague dawley yang …,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemberian Ekstrak Etanol Daun Sirsak (Annona muricata Linn) Terhadap Gambaran Histopatologi Sel Hepar Tikus Putih (Rattus norvegicus) Galur Sprague dawley yang …',"Authors : FE Supratanda, N Carolia",2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PENGARUH PEMBERIAN EKSTRAK KULIT MANGGIS (Garcinia mangostana L.) TERHADAP KADAR UREUM DAN KREATININ TIKUS PUTIH (Rattus norvegicus) JANTAN GALUR Sprague dawley YANG DI INDUKSI …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PEMBERIAN EKSTRAK KULIT MANGGIS (Garcinia mangostana L.) TERHADAP KADAR UREUM DAN KREATININ TIKUS PUTIH (Rattus norvegicus) JANTAN GALUR Sprague dawley YANG DI INDUKSI …',"Authors : YD Muhyi, N Carolia, A Tjiptaningrum",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hubungan antara Dermatitis Seboroik dengan Kualitas Hidup Pasien di Rsud Abdul Moeloek Lampung,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara Dermatitis Seboroik dengan Kualitas Hidup Pasien di Rsud Abdul Moeloek Lampung',Authors : MNUR FADILA,2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Distirbusi Verba Berprefiks{N-} pada Bahasa Lampung dalam Kitab Kuntara Raja Niti dan Buku Ajar:Kajian Morfologi.,https://scholar.google.com/scholar?q=+intitle:'Distirbusi Verba Berprefiks{N-} pada Bahasa Lampung dalam Kitab Kuntara Raja Niti dan Buku Ajar:Kajian Morfologi.',Authors : F Ariyani,2014,18 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
UNGKAPAN PILL PESENGIRI SEBAGAI PILAR BERISI  FALSAFAH HIDUP ORANG LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'UNGKAPAN PILL PESENGIRI SEBAGAI PILAR BERISI  FALSAFAH HIDUP ORANG LAMPUNG',Authors : F Ariyani,2014,3 cited,Quality Education (Pendidikan Berkualitas)
UPAYA MEMELIHARA BAHASA LAMPUNG  SEBAGAI BUDAYA DAERAH DALAM RANGKA  MENGUATKAN BUDAYA NASIONAL,https://scholar.google.com/scholar?q=+intitle:'UPAYA MEMELIHARA BAHASA LAMPUNG  SEBAGAI BUDAYA DAERAH DALAM RANGKA  MENGUATKAN BUDAYA NASIONAL',Authors : ADY Farida Ariyani,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
The effect of red ginger ethanol extract (Zingiber officinale Roxb var Rubrum) to airway goblet cells count and cilliary length on cigarette smoke-induced white male rats …,https://scholar.google.com/scholar?q=+intitle:'The effect of red ginger ethanol extract (Zingiber officinale Roxb var Rubrum) to airway goblet cells count and cilliary length on cigarette smoke-induced white male rats …',"Authors : ST Sutyarso, S Yap",2014,3 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
APLIKASI METODE DFT DAN SIMULASI DINAMIKA MOLEKULER PADA KAJIAN INTERAKSI MONOMER FUNGSIONAL UNTUK DESAIN POLIMER TERCETAK R...,https://scholar.google.com/scholar?q=+intitle:'APLIKASI METODE DFT DAN SIMULASI DINAMIKA MOLEKULER PADA KAJIAN INTERAKSI MONOMER FUNGSIONAL UNTUK DESAIN POLIMER TERCETAK R...',Authors : A Saputra,2014,1 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
APLIKASI METODE DFT DAN SIMULASI DINAMIKA MOLEKULER PADA KAJIAN INTERAKSI MONOMER FUNGSIONAL UNTUK DESAIN POLIMER TERCETAK R (+)-KATINON,https://scholar.google.com/scholar?q=+intitle:'APLIKASI METODE DFT DAN SIMULASI DINAMIKA MOLEKULER PADA KAJIAN INTERAKSI MONOMER FUNGSIONAL UNTUK DESAIN POLIMER TERCETAK R (+)-KATINON',Authors : A Saputra,2014,1 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Pengaruh Ovality terhadap Kekuatan dan Ekspansi Volume pada Tangki Toroidal dengan Beban Tekanan Internal (Internal Pressure),https://scholar.google.com/scholar?q=+intitle:'Pengaruh Ovality terhadap Kekuatan dan Ekspansi Volume pada Tangki Toroidal dengan Beban Tekanan Internal (Internal Pressure)',Authors : J Akmal,2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Development of Receiver Function Method for Geothermal Exploration Field,https://scholar.google.com/scholar?q=+intitle:'Development of Receiver Function Method for Geothermal Exploration Field',"Authors : RA Rian Amukti, Z Ahmad, S Suharno, WS Wiwit Suryanto",2014,0 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Pertumbuhan ekonomi dan penyerapan tenaga kerja di provinsi lampung,https://scholar.google.com/scholar?q=+intitle:'Pertumbuhan ekonomi dan penyerapan tenaga kerja di provinsi lampung',"Authors : NE Sobita, IW Suparta",2014,31 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
ECONOMIC GROWTH AND EMPLOYMENT RATE IN LAMPUNG PROVINCE PERTUMBUHAN EKONOMI DAN PENYERAPAN TENAGA KERJA\DI PROVINSI LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'ECONOMIC GROWTH AND EMPLOYMENT RATE IN LAMPUNG PROVINCE PERTUMBUHAN EKONOMI DAN PENYERAPAN TENAGA KERJA\DI PROVINSI LAMPUNG',"Authors : NE Sobita, T Gunarto, IW Suparta",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Intervensi Kemanusiaan (Humanitarian Intervention) Menurut Hukum Internasional Dan Implementasinya Dalam Konflik Bersenjata,https://scholar.google.com/scholar?q=+intitle:'Intervensi Kemanusiaan (Humanitarian Intervention) Menurut Hukum Internasional Dan Implementasinya Dalam Konflik Bersenjata',"Authors : AS Emy Eliza, Heryandi",2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Hak Menentukan Nasib Sendiri Secara Internal (Internal Rights Self-Determination) Dalam Perspektif Hukum Internasional Dan Implementasinya Di Indonesia,https://scholar.google.com/scholar?q=+intitle:'Hak Menentukan Nasib Sendiri Secara Internal (Internal Rights Self-Determination) Dalam Perspektif Hukum Internasional Dan Implementasinya Di Indonesia',Authors : A Syofyan,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Language and Culture: Kinship System of Batak-Toba Samosir Ethnic,https://scholar.google.com/scholar?q=+intitle:'Language and Culture: Kinship System of Batak-Toba Samosir Ethnic',Authors : F Flora,2014,6 cited,Quality Education (Pendidikan Berkualitas)
,,,,,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Hukum Peradilan Militer,https://scholar.google.com/scholar?q=+intitle:'Hukum Peradilan Militer',"Authors : D Achmad, E Raharjo",2014,4 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Do IPO Hot and Cold Markets Exist at the Indonesia Stock Exchange?,https://scholar.google.com/scholar?q=+intitle:'Do IPO Hot and Cold Markets Exist at the Indonesia Stock Exchange?',"Authors : DS Warganegara, DL Warganegara",2014,8 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
ANALISIS PERILAKU KERJA KONTRA PRODUKTIF PADA PEGAWAI NEGERI SIPIL DI BANDAR LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PERILAKU KERJA KONTRA PRODUKTIF PADA PEGAWAI NEGERI SIPIL DI BANDAR LAMPUNG',Authors : Z M Rusdi,2014,9 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Persepsi Keadilan Organisasional Pegawai Negeri Sipil di Kabupaten Tanggamus Provinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Persepsi Keadilan Organisasional Pegawai Negeri Sipil di Kabupaten Tanggamus Provinsi Lampung',"Authors : Z M Rusdi, D Safitri",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
The Evaluation of Cooperative's Role in Soybean Supply Chain: A Case Study on Tofu and Tempeh Cooperatives in Indonesia,https://scholar.google.com/scholar?q=+intitle:'The Evaluation of Cooperative's Role in Soybean Supply Chain: A Case Study on Tofu and Tempeh Cooperatives in Indonesia',"Authors : E Susilowati, R Oktaviani, B Arifin, Y Arkeman",2014,8 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Analisis Strategi Keunggulan Bersaing dengan Pendekatan Proses Jaringan Kerja Kajian Empiris pada BUMN Perkebunan,https://scholar.google.com/scholar?q=+intitle:'Analisis Strategi Keunggulan Bersaing dengan Pendekatan Proses Jaringan Kerja Kajian Empiris pada BUMN Perkebunan',"Authors : DA Gumilang, A Daryanto, B Arifin, R Wibowo",2014,4 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Sustainable development strategy and the competitiveness of indonesian palm oil industry,https://scholar.google.com/scholar?q=+intitle:'Sustainable development strategy and the competitiveness of indonesian palm oil industry',"Authors : BA Wisena, A Daryanto, B Arifin, R Oktaviani, F Singagerda",2014,20 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Analysis On Competitiveness Of Tobacco Crop Case Study: Pt. Perkebunan Nusantara X And Growers In Jember Area,https://scholar.google.com/scholar?q=+intitle:'Analysis On Competitiveness Of Tobacco Crop Case Study: Pt. Perkebunan Nusantara X And Growers In Jember Area',"Authors : DA Gumilang, A Daryanto, B Arifin, R Wibowo",2014,4 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Model policy design for the beef cattle development in South Sulawesi,https://scholar.google.com/scholar?q=+intitle:'Model policy design for the beef cattle development in South Sulawesi',"Authors : M Achmad, S Hartoyo, B Arifin, MS Didu",2014,10 cited,Zero Hunger (Tanpa Kelaparan)
Pengaruh variasi massa dan temperatur aktivasi fly ash pelet dari cangkang dan serabut kelapa sawit terhadap konsumsi bahan bakar sepeda motor bensin 4 langkah,https://scholar.google.com/scholar?q=+intitle:'Pengaruh variasi massa dan temperatur aktivasi fly ash pelet dari cangkang dan serabut kelapa sawit terhadap konsumsi bahan bakar sepeda motor bensin 4 langkah',"Authors : H Prayitno, H Wardono",2014,2 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Pengaruh Variasi Jenis Air Dan Kondisi Aktivasi Dari Adsorben Fly Ash Batu Bara Terhadap Prestasi Mesin Dan Kandungan Emisi Gas Buang Sepeda Motor Karburator 4-langkah,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Jenis Air Dan Kondisi Aktivasi Dari Adsorben Fly Ash Batu Bara Terhadap Prestasi Mesin Dan Kandungan Emisi Gas Buang Sepeda Motor Karburator 4-langkah',"Authors : D Efendri, H Wardono",2014,1 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Pengaruh Variasi Jenis Air dan Kondisi Aktivasi dari Adsorben Arang Sekam Terhadap Prestasi Mesin dan Kandungan Emisi Gas Buang Sepeda Motor Karburator 4-Langkah,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Jenis Air dan Kondisi Aktivasi dari Adsorben Arang Sekam Terhadap Prestasi Mesin dan Kandungan Emisi Gas Buang Sepeda Motor Karburator 4-Langkah',"Authors : DE Pratama, H Wardono",2014,4 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Pengaruh Variasi Normalitas NaOH pada Aktivasi Basa-Fisik Zeolit Pelet Perekat terhadap Prestasi Sepeda Motor Bensin 4-Langkah,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Normalitas NaOH pada Aktivasi Basa-Fisik Zeolit Pelet Perekat terhadap Prestasi Sepeda Motor Bensin 4-Langkah',Authors : H Wardono,2014,0 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Sintesis ZSM-5 dari coal fly ash (CFA) dengan sumber silika penambah yang berasal dari abu sekam padi: pengaruh rasio SiO2/Al2O3 terhadap kristalinitas produk,https://scholar.google.com/scholar?q=+intitle:'Sintesis ZSM-5 dari coal fly ash (CFA) dengan sumber silika penambah yang berasal dari abu sekam padi: pengaruh rasio SiO2/Al2O3 terhadap kristalinitas produk',"Authors : A Metta, SB Ginting, H Saputra",2014,11 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Analisis kecepatan dan percepatan gerak robot joules menggunakan metode bilangan kompleks,https://scholar.google.com/scholar?q=+intitle:'Analisis kecepatan dan percepatan gerak robot joules menggunakan metode bilangan kompleks',Authors : N Tanti,2014,3 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
BMP Budidaya Udang Windu (Penaeus Monodon) Tambak Tradisional Dan Semi Intensif,https://scholar.google.com/scholar?q=+intitle:'BMP Budidaya Udang Windu (Penaeus Monodon) Tambak Tradisional Dan Semi Intensif',"Authors : C Yusuf, W Subachri, M Yusuf, N Ahyani, I Malik",2014,8 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Life Below Water (Ekosistem Lautan)
STATUS HAK ATAS TANAH SEBAGAI PERSYARATAN MENDIRIKAN GEDUNG KAITANNYA DENGAN UPAYA PENEGAKAN HUKUM,https://scholar.google.com/scholar?q=+intitle:'STATUS HAK ATAS TANAH SEBAGAI PERSYARATAN MENDIRIKAN GEDUNG KAITANNYA DENGAN UPAYA PENEGAKAN HUKUM',Authors : U Hamidah,2014,0 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
Aspek Negara Hukum Kesejahteraan Dalam Politik Hukum Agraria Nasional,https://scholar.google.com/scholar?q=+intitle:'Aspek Negara Hukum Kesejahteraan Dalam Politik Hukum Agraria Nasional',Authors : U Hamidah,2014,1 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Otomatisasi Pengereman Motor DC Secara Elektris Sebagai Referensi Sistem Keamanan Mobil Listrik,https://scholar.google.com/scholar?q=+intitle:'Otomatisasi Pengereman Motor DC Secara Elektris Sebagai Referensi Sistem Keamanan Mobil Listrik',"Authors : A Khumaedi, N Soedjarwanto, A Trisanto",2014,17 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Meneropong Komisi Informasi Publik,https://scholar.google.com/scholar?q=+intitle:'Meneropong Komisi Informasi Publik',"Authors : M Lutfi, MI Satriawan",2014,24 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
"Institutional Revitalization in Public Sector: A Case Study at State Electricity Company in Gorontalo Province, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Institutional Revitalization in Public Sector: A Case Study at State Electricity Company in Gorontalo Province, Indonesia'","Authors : Y Aneta, H Akib, Y Kadji, M Basri",2014,1 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Pengaruh kemandirian belajar terhadap hasil belajar siswa pada mata pelajaran ekonomi di SMA,https://scholar.google.com/scholar?q=+intitle:'Pengaruh kemandirian belajar terhadap hasil belajar siswa pada mata pelajaran ekonomi di SMA',"Authors : R Prayuda, Y Thomas, M Basri",2014,48 cited,Quality Education (Pendidikan Berkualitas)
Profil Kinerja Dosen Jurusan Pendidikan IPS FKIP Untan,https://scholar.google.com/scholar?q=+intitle:'Profil Kinerja Dosen Jurusan Pendidikan IPS FKIP Untan',"Authors : N Asriati, M Basri",2014,2 cited,Quality Education (Pendidikan Berkualitas)
Self Efficacy Berwirausaha Penerima Program Mahasiswa Wirausaha Tahun 2012 Di Universitas Tanjungpura Pontianak,https://scholar.google.com/scholar?q=+intitle:'Self Efficacy Berwirausaha Penerima Program Mahasiswa Wirausaha Tahun 2012 Di Universitas Tanjungpura Pontianak',"Authors : DF Afiyati, N Asriati, M Basri",2014,2 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
"THE EFFECTS OF TRANSFORMATIONAL LEADERSHIP ON THE TEACHER PERFORMANCE AT SENIOR HIGH SCHOOL, MAROS REGENCY.","https://scholar.google.com/scholar?q=+intitle:'THE EFFECTS OF TRANSFORMATIONAL LEADERSHIP ON THE TEACHER PERFORMANCE AT SENIOR HIGH SCHOOL, MAROS REGENCY.'","Authors : M Basri, M Rusdi, S Samad",2014,9 cited,Quality Education (Pendidikan Berkualitas)
Persepsi siswa pada mata pelajaran ekonomi (studi kasus peminatan di sma negeri 1 pontianak),https://scholar.google.com/scholar?q=+intitle:'Persepsi siswa pada mata pelajaran ekonomi (studi kasus peminatan di sma negeri 1 pontianak)',"Authors : FS Oktadiani, S Buwono, M Basri",2014,5 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh penggunaan Multimedia terhadap Hasil Belajar Siswa XI IPS MAN 2 Pontianak,https://scholar.google.com/scholar?q=+intitle:'Pengaruh penggunaan Multimedia terhadap Hasil Belajar Siswa XI IPS MAN 2 Pontianak',"Authors : E Damayanti, H Syahrudin, M Basri",2014,3 cited,Quality Education (Pendidikan Berkualitas)
Efektivitas Penggunaan Media Power Point terhadap Hasil Belajar Pada Pembelajaran IPS Siswa Kelas VII,https://scholar.google.com/scholar?q=+intitle:'Efektivitas Penggunaan Media Power Point terhadap Hasil Belajar Pada Pembelajaran IPS Siswa Kelas VII',"Authors : K Kusuma, S Buwono, M Basri",2014,3 cited,Quality Education (Pendidikan Berkualitas)
Tinjauan Historis Agresi Militer I di Sumatera Timur Tahun 1947,https://scholar.google.com/scholar?q=+intitle:'Tinjauan Historis Agresi Militer I di Sumatera Timur Tahun 1947',Authors : A Rahmawati,2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
PENGARUH GAYA BELAJAR TERHADAP HASIL BELAJAR DI SMA NEGERI 2 LIWA,https://scholar.google.com/scholar?q=+intitle:'PENGARUH GAYA BELAJAR TERHADAP HASIL BELAJAR DI SMA NEGERI 2 LIWA',"Authors : HGA Hati, I Syah, M Basri",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Tradisi Majau Dalam Perkawinan Adat Lampung Pepadun Di Kampung Kartajaya,https://scholar.google.com/scholar?q=+intitle:'Tradisi Majau Dalam Perkawinan Adat Lampung Pepadun Di Kampung Kartajaya',"Authors : A Sofyan, I Syah, M Basri",2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
PENERAPAN MODEL DRILLS BERBASIS TEKNOLOGI INFORMASI DAN KOMUNIKASI (TIK) DALAM PEMBELAJARAN IPS,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN MODEL DRILLS BERBASIS TEKNOLOGI INFORMASI DAN KOMUNIKASI (TIK) DALAM PEMBELAJARAN IPS',"Authors : Y Sushanty, M Maskun, M Basri",2014,0 cited,Quality Education (Pendidikan Berkualitas)
